Lead_ID,Counselling,Application,Enrolled,Test_Score
L04466,Yes,No,No,
L04467,Yes,Yes,No,56
L04468,Yes,Yes,No,69
L04469,Yes,Yes,Yes,83
L04470,No,No,No,
L04471,Yes,Yes,Yes,75
L04472,Yes,Yes,No,75
L04473,Yes,No,No,
L04474,Yes,Yes,No,75
L04475,No,No,No,
L04476,No,No,No,
L04477,Yes,Yes,Yes,82
L04478,No,No,No,
L04479,Yes,Yes,No,56
L04480,No,No,No,
L04481,Yes,No,No,
L04482,No,No,No,
L04483,Yes,Yes,No,65
L04484,Yes,No,No,
L04485,Yes,No,No,
L04486,Yes,Yes,No,70
L04487,No,No,No,
L04488,No,No,No,
L04489,No,No,No,
L04490,Yes,Yes,No,63
L04491,No,No,No,
L04492,Yes,No,No,
L04493,Yes,No,No,
L04494,Yes,Yes,Yes,74
L04495,Yes,Yes,No,68
L04496,No,No,No,
L04497,No,No,No,
L04498,No,No,No,
L04499,Yes,Yes,No,66
L04500,No,No,No,
L04501,Yes,No,No,
L04502,Yes,Yes,No,57
L04503,No,No,No,
L04504,Yes,No,No,
L04505,No,No,No,
L04506,No,No,No,
L04507,No,No,No,
L04508,No,No,No,
L04509,Yes,Yes,No,60
L04510,No,No,No,
L04511,Yes,Yes,No,60
L04512,Yes,No,No,
L04513,Yes,Yes,Yes,78
L04514,Yes,No,No,
L04515,Yes,No,No,
L04516,Yes,Yes,Yes,87
L04517,No,No,No,
L04518,Yes,Yes,No,56
L04519,No,No,No,
L04520,No,No,No,
L04521,Yes,No,No,
L04522,No,No,No,
L04523,Yes,Yes,Yes,89
L04524,Yes,Yes,Yes,80
L04525,No,No,No,
L04526,No,No,No,
L04527,No,No,No,
L04528,No,No,No,
L04529,Yes,No,No,
L04530,Yes,Yes,Yes,63
L04531,Yes,Yes,Yes,84
L04532,No,No,No,
L04533,No,No,No,
L04534,Yes,No,No,
L04535,No,No,No,
L04536,No,No,No,
L04537,Yes,Yes,Yes,75
L04538,Yes,No,No,
L04539,Yes,Yes,Yes,78
L04540,Yes,No,No,
L04541,Yes,No,No,
L04542,Yes,No,No,
L04543,Yes,Yes,No,61
L04544,No,No,No,
L04545,Yes,No,No,
L04546,Yes,Yes,No,65
L04547,Yes,Yes,Yes,77
L04548,No,No,No,
L04549,Yes,Yes,No,67
L04550,Yes,Yes,No,66
L04551,Yes,Yes,Yes,74
L04552,No,No,No,
L04553,No,No,No,
L04554,No,No,No,
L04555,Yes,Yes,Yes,80
L04556,Yes,Yes,Yes,79
L04557,Yes,Yes,No,72
L04558,Yes,No,No,
L04559,No,No,No,
L04560,Yes,Yes,Yes,72
L04561,No,No,No,
L04562,Yes,Yes,Yes,82
L04563,Yes,Yes,No,61
L04564,No,No,No,
L04565,Yes,Yes,No,63
L04566,Yes,No,No,
L04567,Yes,No,No,
L04568,Yes,No,No,
L04569,No,No,No,
L04570,Yes,No,No,
L04571,No,No,No,
L04572,Yes,Yes,Yes,68
L04573,Yes,Yes,Yes,81
L04574,Yes,No,No,
L04575,Yes,No,No,
L04576,Yes,Yes,Yes,77
L04577,Yes,No,No,
L04578,Yes,Yes,Yes,83
L04579,No,No,No,
L04580,No,No,No,
L04581,Yes,Yes,Yes,79
L04582,No,No,No,
L04583,Yes,No,No,
L04584,Yes,No,No,
L04585,Yes,Yes,No,66
L04586,Yes,Yes,No,69
L04587,Yes,Yes,No,71
L04588,Yes,No,No,
L04589,No,No,No,
L04590,Yes,No,No,
L04591,Yes,No,No,
L04592,Yes,Yes,No,68
L04593,Yes,Yes,No,67
L04594,Yes,Yes,No,60
L04595,No,No,No,
L04596,Yes,Yes,Yes,85
L04597,Yes,No,No,
L04598,Yes,Yes,Yes,76
L04599,No,No,No,
L04600,Yes,No,No,
L04601,No,No,No,
L04602,Yes,Yes,No,62
L04603,Yes,No,No,
L04604,Yes,Yes,Yes,81
L04605,Yes,No,No,
L04606,Yes,No,No,
L04607,No,No,No,
L04608,Yes,Yes,Yes,75
L04609,No,No,No,
L04610,No,No,No,
L04611,Yes,No,No,
L04612,No,No,No,
L04613,Yes,Yes,No,63
L04614,Yes,No,No,
L04615,Yes,Yes,No,60
L04616,Yes,Yes,No,69
L04617,Yes,Yes,Yes,73
L04618,Yes,No,No,
L04619,Yes,Yes,Yes,74
L04620,Yes,Yes,No,54
L04621,Yes,Yes,No,65
L04622,No,No,No,
L04623,Yes,No,No,
L04624,Yes,No,No,
L04625,Yes,No,No,
L04626,No,No,No,
L04627,Yes,Yes,No,59
L04628,Yes,Yes,No,65
L04629,Yes,No,No,
L04630,Yes,No,No,
L04631,Yes,Yes,No,57
L04632,Yes,Yes,Yes,65
L04633,Yes,Yes,No,75
L04634,Yes,Yes,Yes,76
L04635,Yes,Yes,Yes,70
L04636,Yes,Yes,No,66
L04637,No,No,No,
L04638,Yes,Yes,Yes,79
L04639,Yes,Yes,No,64
L04640,Yes,Yes,Yes,88
L04641,No,No,No,
L04642,No,No,No,
L04643,Yes,No,No,
L04644,Yes,No,No,
L04645,No,No,No,
L04646,Yes,Yes,No,56
L04647,No,No,No,
L04648,Yes,No,No,
L04649,No,No,No,
L04650,Yes,Yes,No,62
L04651,Yes,No,No,
L04652,Yes,Yes,No,68
L04653,No,No,No,
L04654,Yes,Yes,Yes,73
L04655,Yes,No,No,
L04656,Yes,Yes,Yes,75
L04657,Yes,No,No,
L04658,No,No,No,
L04659,Yes,No,No,
L04660,Yes,Yes,No,71
L04661,Yes,Yes,Yes,77
L04662,Yes,Yes,No,65
L04663,Yes,Yes,No,63
L04664,Yes,Yes,Yes,77
L04665,Yes,No,No,
L04666,Yes,No,No,
L04667,No,No,No,
L04668,Yes,Yes,Yes,70
L04669,Yes,No,No,
L04670,No,No,No,
L04671,Yes,Yes,Yes,69
L04672,No,No,No,
L04673,Yes,Yes,No,69
L04674,Yes,No,No,
L04675,Yes,Yes,No,64
L04676,Yes,Yes,No,72
L04677,Yes,Yes,No,63
L04678,No,No,No,
L04679,Yes,Yes,No,65
L04680,Yes,No,No,
L04681,No,No,No,
L04682,No,No,No,
L04683,No,No,No,
L04684,Yes,No,No,
L04685,No,No,No,
L04686,Yes,Yes,Yes,70
L04687,Yes,Yes,Yes,82
L04688,Yes,No,No,
L04689,Yes,No,No,
L04690,Yes,Yes,Yes,89
L04691,No,No,No,
L04692,No,No,No,
L04693,Yes,No,No,
L04694,Yes,Yes,No,63
L04695,No,No,No,
L04696,Yes,Yes,Yes,74
L04697,Yes,Yes,Yes,73
L04698,Yes,No,No,
L04699,Yes,No,No,
L04700,Yes,Yes,No,67
L04701,Yes,Yes,Yes,80
L04702,Yes,Yes,No,77
L04703,Yes,No,No,
L04704,Yes,No,No,
L04705,Yes,No,No,
L04706,No,No,No,
L04707,No,No,No,
L04708,Yes,No,No,
L04709,No,No,No,
L04710,No,No,No,
L04711,Yes,Yes,Yes,73
L04712,Yes,Yes,Yes,78
L04713,Yes,Yes,No,76
L04714,No,No,No,
L04715,Yes,No,No,
L04716,Yes,Yes,No,60
L04717,No,No,No,
L04718,Yes,Yes,No,69
L04719,Yes,No,No,
L04720,Yes,Yes,Yes,82
L04721,Yes,Yes,Yes,79
L04722,Yes,No,No,
L04723,No,No,No,
L04724,Yes,Yes,No,72
L04725,Yes,Yes,Yes,78
L04726,Yes,Yes,Yes,84
L04727,Yes,Yes,Yes,76
L04728,No,No,No,
L04729,Yes,No,No,
L04730,Yes,Yes,Yes,67
L04731,Yes,Yes,Yes,75
L04732,No,No,No,
L04733,No,No,No,
L04734,Yes,Yes,Yes,73
L04735,Yes,Yes,No,61
L04736,Yes,Yes,Yes,80
L04737,Yes,No,No,
L04738,Yes,No,No,
L04739,Yes,Yes,Yes,76
L04740,Yes,Yes,No,77
L04741,No,No,No,
L04742,No,No,No,
L04743,Yes,Yes,Yes,82
L04744,Yes,Yes,No,64
L04745,No,No,No,
L04746,No,No,No,
L04747,Yes,No,No,
L04748,No,No,No,
L04749,Yes,No,No,
L04750,No,No,No,
L04751,Yes,No,No,
L04752,Yes,No,No,
L04753,Yes,Yes,Yes,73
L04754,Yes,Yes,No,58
L04755,Yes,No,No,
L04756,No,No,No,
L04757,No,No,No,
L04758,No,No,No,
L04759,Yes,No,No,
L04760,Yes,Yes,No,65
L04761,No,No,No,
L04762,Yes,No,No,
L04763,No,No,No,
L04764,Yes,Yes,Yes,68
L04765,Yes,Yes,No,65
L04766,Yes,Yes,Yes,73
L04767,No,No,No,
L04768,No,No,No,
L04769,No,No,No,
L04770,Yes,Yes,Yes,79
L04771,No,No,No,
L04772,Yes,Yes,No,69
L04773,No,No,No,
L04774,Yes,Yes,No,58
L04775,No,No,No,
L04776,No,No,No,
L04777,Yes,Yes,Yes,70
L04778,Yes,Yes,No,71
L04779,No,No,No,
L04780,No,No,No,
L04781,Yes,Yes,Yes,82
L04782,Yes,Yes,No,55
L04783,No,No,No,
L04784,Yes,No,No,
L04785,Yes,Yes,No,67
L04786,No,No,No,
L04787,No,No,No,
L04788,Yes,Yes,Yes,76
L04789,Yes,No,No,
L04790,Yes,Yes,Yes,82
L04791,Yes,No,No,
L04792,No,No,No,
L04793,Yes,Yes,No,64
L04794,Yes,No,No,
L04795,Yes,Yes,Yes,77
L04796,Yes,No,No,
L04797,Yes,Yes,Yes,77
L04798,Yes,No,No,
L04799,Yes,Yes,No,74
L04800,Yes,Yes,Yes,86
L04801,Yes,Yes,No,62
L04802,Yes,Yes,No,59
L04803,Yes,No,No,
L04804,No,No,No,
L04805,Yes,No,No,
L04806,Yes,Yes,Yes,86
L04807,Yes,No,No,
L04808,Yes,Yes,No,61
L04809,Yes,Yes,Yes,80
L04810,Yes,Yes,Yes,69
L04811,Yes,Yes,Yes,72
L04812,Yes,No,No,
L04813,No,No,No,
L04814,No,No,No,
L04815,Yes,Yes,No,69
L04816,No,No,No,
L04817,No,No,No,
L04818,Yes,No,No,
L04819,Yes,Yes,No,73
L04820,Yes,No,No,
L04821,No,No,No,
L04822,Yes,No,No,
L04823,Yes,Yes,No,56
L04824,Yes,Yes,No,55
L04825,Yes,No,No,
L04826,Yes,No,No,
L04827,Yes,No,No,
L04828,Yes,Yes,No,65
L04829,Yes,No,No,
L04830,No,No,No,
L04831,Yes,No,No,
L04832,Yes,No,No,
L04833,Yes,Yes,No,64
L04834,Yes,Yes,Yes,72
L04835,No,No,No,
L04836,Yes,No,No,
L04837,Yes,Yes,Yes,71
L04838,No,No,No,
L04839,No,No,No,
L04840,Yes,Yes,Yes,83
L04841,Yes,Yes,Yes,81
L04842,Yes,No,No,
L04843,No,No,No,
L04844,Yes,Yes,Yes,61
L04845,No,No,No,
L04846,No,No,No,
L04847,Yes,Yes,Yes,71
L04848,No,No,No,
L04849,Yes,Yes,Yes,71
L04850,Yes,Yes,Yes,83
L04851,Yes,Yes,Yes,83
L04852,Yes,Yes,Yes,65
L04853,Yes,No,No,
L04854,Yes,Yes,Yes,79
L04855,Yes,Yes,Yes,75
L04856,Yes,Yes,No,66
L04857,Yes,No,No,
L04858,Yes,Yes,No,60
L04859,Yes,No,No,
L04860,Yes,No,No,
L04861,No,No,No,
L04862,Yes,Yes,Yes,73
L04863,Yes,Yes,Yes,77
L04864,Yes,Yes,No,57
L04865,Yes,No,No,
L04866,Yes,No,No,
L04867,No,No,No,
L04868,Yes,Yes,Yes,70
L04869,Yes,No,No,
L04870,No,No,No,
L04871,No,No,No,
L04872,No,No,No,
L04873,Yes,Yes,No,75
L04874,Yes,Yes,No,53
L04875,No,No,No,
L04876,No,No,No,
L04877,No,No,No,
L04878,Yes,No,No,
L04879,Yes,Yes,Yes,76
L04880,Yes,Yes,No,68
L04881,No,No,No,
L04882,Yes,Yes,Yes,67
L04883,Yes,Yes,No,50
L04884,Yes,Yes,No,63
L04885,Yes,No,No,
L04886,Yes,Yes,No,64
L04887,Yes,Yes,Yes,80
L04888,Yes,Yes,Yes,73
L04889,Yes,No,No,
L04890,No,No,No,
L04891,No,No,No,
L04892,Yes,Yes,Yes,68
L04893,No,No,No,
L04894,Yes,Yes,Yes,79
L04895,Yes,No,No,
L04896,No,No,No,
L04897,Yes,No,No,
L04898,Yes,No,No,
L04899,Yes,No,No,
L04900,No,No,No,
L04901,Yes,No,No,
L04902,Yes,Yes,No,60
L04903,Yes,Yes,Yes,75
L04904,Yes,Yes,Yes,78
L04905,Yes,Yes,Yes,67
L04906,Yes,Yes,No,58
L04907,No,No,No,
L04908,Yes,No,No,
L04909,Yes,Yes,Yes,63
L04910,No,No,No,
L04911,No,No,No,
L04912,Yes,Yes,Yes,75
L04913,Yes,No,No,
L04914,No,No,No,
L04915,No,No,No,
L04916,Yes,No,No,
L04917,Yes,Yes,No,66
L04918,Yes,Yes,No,69
L04919,Yes,Yes,No,65
L04920,Yes,Yes,Yes,77
L04921,Yes,Yes,Yes,82
L04922,Yes,No,No,
L04923,Yes,Yes,No,52
L04924,No,No,No,
L04925,Yes,Yes,No,51
L04926,No,No,No,
L04927,Yes,Yes,Yes,66
L04928,Yes,Yes,No,70
L04929,No,No,No,
L04930,No,No,No,
L04931,No,No,No,
L04932,Yes,Yes,Yes,81
L04933,Yes,Yes,No,77
L04934,Yes,Yes,Yes,88
L04935,Yes,No,No,
L04936,No,No,No,
L04937,No,No,No,
L04938,Yes,Yes,Yes,89
L04939,Yes,Yes,Yes,78
L04940,No,No,No,
L04941,Yes,No,No,
L04942,Yes,Yes,Yes,84
L04943,Yes,No,No,
L04944,Yes,No,No,
L04945,No,No,No,
L04946,No,No,No,
L04947,No,No,No,
L04948,No,No,No,
L04949,Yes,Yes,No,55
L04950,Yes,Yes,No,61
L04951,No,No,No,
L04952,Yes,Yes,No,56
L04953,Yes,No,No,
L04954,No,No,No,
L04955,No,No,No,
L04956,No,No,No,
L04957,No,No,No,
L04958,Yes,No,No,
L04959,No,No,No,
L04960,No,No,No,
L04961,Yes,No,No,
L04962,Yes,No,No,
L04963,Yes,No,No,
L04964,Yes,Yes,No,73
L04965,No,No,No,
L04966,No,No,No,
L04967,Yes,Yes,Yes,72
L04968,Yes,Yes,Yes,79
L04969,Yes,No,No,
L04970,Yes,No,No,
L04971,Yes,Yes,Yes,79
L04972,Yes,No,No,
L04973,Yes,Yes,Yes,69
L04974,Yes,Yes,Yes,69
L04975,Yes,Yes,No,63
L04976,Yes,Yes,No,58
L04977,Yes,Yes,No,71
L04978,Yes,Yes,Yes,68
L04979,Yes,Yes,Yes,76
L04980,Yes,Yes,No,60
L04981,Yes,Yes,Yes,84
L04982,Yes,No,No,
L04983,Yes,Yes,No,59
L04984,Yes,Yes,No,69
L04985,No,No,No,
L04986,Yes,No,No,
L04987,Yes,Yes,No,56
L04988,Yes,Yes,No,54
L04989,Yes,No,No,
L04990,No,No,No,
L04991,Yes,Yes,Yes,84
L04992,Yes,Yes,Yes,88
L04993,Yes,No,No,
L04994,Yes,Yes,No,65
L04995,Yes,Yes,Yes,76
L04996,Yes,Yes,No,62
L04997,Yes,Yes,Yes,88
L04998,Yes,Yes,No,66
L04999,No,No,No,
L05000,Yes,Yes,Yes,65
L05001,No,No,No,
L05002,No,No,No,
L05003,Yes,Yes,No,58
L05004,No,No,No,
L05005,No,No,No,
L05006,Yes,No,No,
L05007,No,No,No,
L05008,Yes,No,No,
L05009,Yes,Yes,Yes,75
L05010,Yes,Yes,Yes,72
L05011,No,No,No,
L05012,Yes,No,No,
L05013,Yes,No,No,
L05014,Yes,Yes,No,71
L05015,Yes,Yes,No,66
L05016,Yes,Yes,No,63
L05017,No,No,No,
L05018,Yes,Yes,Yes,65
L05019,Yes,No,No,
L05020,Yes,No,No,
L05021,Yes,Yes,No,72
L05022,Yes,No,No,
L05023,Yes,No,No,
L05024,Yes,Yes,Yes,81
L05025,No,No,No,
L05026,Yes,Yes,No,70
L05027,Yes,Yes,Yes,73
L05028,Yes,Yes,No,62
L05029,Yes,No,No,
L05030,Yes,Yes,Yes,70
L05031,No,No,No,
L05032,Yes,No,No,
L05033,Yes,Yes,No,61
L05034,Yes,No,No,
L05035,Yes,No,No,
L05036,No,No,No,
L05037,No,No,No,
L05038,No,No,No,
L05039,No,No,No,
L05040,Yes,Yes,No,66
L05041,Yes,Yes,Yes,78
L05042,Yes,Yes,No,66
L05043,Yes,No,No,
L05044,Yes,Yes,No,69
L05045,Yes,Yes,Yes,82
L05046,Yes,Yes,Yes,89
L05047,Yes,Yes,Yes,78
L05048,Yes,No,No,
L05049,No,No,No,
L05050,Yes,No,No,
L05051,Yes,Yes,Yes,85
L05052,Yes,Yes,No,68
L05053,Yes,Yes,Yes,79
L05054,Yes,No,No,
L05055,Yes,Yes,No,60
L05056,Yes,No,No,
L05057,No,No,No,
L05058,Yes,No,No,
L05059,Yes,Yes,No,73
L05060,Yes,Yes,Yes,71
L05061,No,No,No,
L05062,Yes,Yes,No,65
L05063,No,No,No,
L05064,Yes,No,No,
L05065,Yes,Yes,Yes,85
L05066,Yes,Yes,Yes,89
L05067,No,No,No,
L05068,Yes,Yes,Yes,76
L05069,Yes,Yes,Yes,82
L05070,Yes,No,No,
L05071,Yes,Yes,Yes,82
L05072,Yes,Yes,No,66
L05073,No,No,No,
L05074,No,No,No,
L05075,Yes,No,No,
L05076,Yes,No,No,
L05077,Yes,No,No,
L05078,Yes,No,No,
L05079,No,No,No,
L05080,Yes,Yes,Yes,77
L05081,Yes,Yes,Yes,76
L05082,Yes,Yes,No,73
L05083,Yes,No,No,
L05084,No,No,No,
L05085,Yes,Yes,Yes,75
L05086,No,No,No,
L05087,Yes,Yes,No,61
L05088,Yes,Yes,No,65
L05089,Yes,No,No,
L05090,Yes,Yes,No,67
L05091,No,No,No,
L05092,No,No,No,
L05093,Yes,Yes,No,61
L05094,Yes,Yes,Yes,75
L05095,Yes,Yes,Yes,85
L05096,No,No,No,
L05097,Yes,Yes,Yes,81
L05098,No,No,No,
L05099,Yes,Yes,No,66
L05100,Yes,Yes,No,56
L05101,Yes,Yes,No,68
L05102,Yes,Yes,No,71
L05103,No,No,No,
L05104,Yes,Yes,No,68
L05105,Yes,Yes,Yes,79
L05106,Yes,No,No,
L05107,Yes,No,No,
L05108,Yes,Yes,No,60
L05109,No,No,No,
L05110,Yes,No,No,
L05111,No,No,No,
L05112,Yes,No,No,
L05113,Yes,No,No,
L05114,No,No,No,
L05115,Yes,Yes,No,55
L05116,Yes,No,No,
L05117,No,No,No,
L05118,Yes,Yes,No,58
L05119,Yes,No,No,
L05120,Yes,Yes,Yes,76
L05121,Yes,Yes,Yes,78
L05122,Yes,Yes,Yes,74
L05123,Yes,No,No,
L05124,No,No,No,
L05125,Yes,Yes,No,60
L05126,Yes,Yes,No,67
L05127,Yes,No,No,
L05128,Yes,No,No,
L05129,Yes,Yes,No,62
L05130,No,No,No,
L05131,No,No,No,
L05132,Yes,Yes,Yes,79
L05133,Yes,Yes,Yes,74
L05134,Yes,Yes,No,61
L05135,No,No,No,
L05136,Yes,No,No,
L05137,Yes,No,No,
L05138,No,No,No,
L05139,No,No,No,
L05140,Yes,Yes,Yes,69
L05141,No,No,No,
L05142,Yes,No,No,
L05143,Yes,Yes,Yes,68
L05144,Yes,Yes,No,55
L05145,Yes,No,No,
L05146,No,No,No,
L05147,Yes,No,No,
L05148,Yes,Yes,No,73
L05149,No,No,No,
L05150,Yes,Yes,Yes,71
L05151,Yes,No,No,
L05152,Yes,Yes,No,62
L05153,Yes,No,No,
L05154,Yes,No,No,
L05155,No,No,No,
L05156,Yes,Yes,Yes,68
L05157,Yes,No,No,
L05158,Yes,Yes,Yes,73
L05159,Yes,No,No,
L05160,Yes,Yes,No,75
L05161,Yes,Yes,Yes,86
L05162,Yes,No,No,
L05163,Yes,Yes,Yes,88
L05164,No,No,No,
L05165,Yes,Yes,Yes,82
L05166,Yes,Yes,Yes,72
L05167,No,No,No,
L05168,Yes,Yes,No,68
L05169,No,No,No,
L05170,Yes,No,No,
L05171,No,No,No,
L05172,Yes,Yes,No,68
L05173,No,No,No,
L05174,No,No,No,
L05175,No,No,No,
L05176,Yes,Yes,No,74
L05177,Yes,No,No,
L05178,Yes,No,No,
L05179,Yes,No,No,
L05180,No,No,No,
L05181,No,No,No,
L05182,Yes,No,No,
L05183,Yes,No,No,
L05184,No,No,No,
L05185,Yes,No,No,
L05186,Yes,Yes,Yes,70
L05187,Yes,No,No,
L05188,No,No,No,
L05189,Yes,Yes,No,53
L05190,Yes,No,No,
L05191,Yes,No,No,
L05192,Yes,Yes,Yes,75
L05193,No,No,No,
L05194,No,No,No,
L05195,Yes,No,No,
L05196,No,No,No,
L05197,Yes,Yes,No,54
L05198,Yes,Yes,Yes,85
L05199,No,No,No,
L05200,Yes,Yes,No,51
L05201,No,No,No,
L05202,No,No,No,
L05203,No,No,No,
L05204,No,No,No,
L05205,Yes,Yes,Yes,77
L05206,Yes,No,No,
L05207,Yes,No,No,
L05208,Yes,Yes,No,72
L05209,Yes,No,No,
L05210,Yes,Yes,Yes,78
L05211,Yes,No,No,
L05212,Yes,No,No,
L05213,No,No,No,
L05214,Yes,Yes,Yes,82
L05215,No,No,No,
L05216,No,No,No,
L05217,Yes,Yes,Yes,77
L05218,Yes,No,No,
L05219,Yes,Yes,Yes,85
L05220,Yes,No,No,
L05221,No,No,No,
L05222,Yes,Yes,Yes,85
L05223,Yes,Yes,No,64
L05224,Yes,Yes,Yes,85
L05225,Yes,No,No,
L05226,No,No,No,
L05227,Yes,Yes,Yes,81
L05228,Yes,No,No,
L05229,Yes,No,No,
L05230,Yes,Yes,Yes,75
L05231,Yes,Yes,Yes,77
L05232,Yes,No,No,
L05233,Yes,Yes,Yes,82
L05234,No,No,No,
L05235,Yes,Yes,No,70
L05236,No,No,No,
L05237,No,No,No,
L05238,Yes,Yes,No,61
L05239,Yes,No,No,
L05240,Yes,Yes,Yes,75
L05241,Yes,Yes,No,66
L05242,Yes,No,No,
L05243,Yes,Yes,No,68
L05244,Yes,Yes,No,77
L05245,Yes,Yes,No,54
L05246,Yes,Yes,No,69
L05247,Yes,Yes,No,69
L05248,Yes,Yes,Yes,83
L05249,No,No,No,
L05250,Yes,Yes,Yes,75
L05251,No,No,No,
L05252,No,No,No,
L05253,Yes,No,No,
L05254,Yes,Yes,Yes,72
L05255,Yes,No,No,
L05256,Yes,No,No,
L05257,No,No,No,
L05258,Yes,No,No,
L05259,Yes,No,No,
L05260,Yes,No,No,
L05261,Yes,No,No,
L05262,Yes,Yes,No,65
L05263,Yes,No,No,
L05264,No,No,No,
L05265,Yes,Yes,No,61
L05266,Yes,No,No,
L05267,Yes,No,No,
L05268,No,No,No,
L05269,Yes,Yes,No,74
L05270,Yes,Yes,Yes,79
L05271,No,No,No,
L05272,Yes,Yes,Yes,81
L05273,Yes,Yes,Yes,84
L05274,No,No,No,
L05275,No,No,No,
L05276,No,No,No,
L05277,Yes,No,No,
L05278,Yes,No,No,
L05279,Yes,Yes,No,68
L05280,Yes,Yes,No,61
L05281,Yes,Yes,Yes,86
L05282,No,No,No,
L05283,Yes,Yes,No,74
L05284,No,No,No,
L05285,Yes,No,No,
L05286,Yes,Yes,Yes,66
L05287,Yes,No,No,
L05288,Yes,Yes,Yes,84
L05289,Yes,Yes,Yes,72
L05290,No,No,No,
L05291,Yes,Yes,No,73
L05292,Yes,No,No,
L05293,No,No,No,
L05294,Yes,Yes,No,78
L05295,Yes,Yes,No,52
L05296,Yes,Yes,No,69
L05297,Yes,Yes,Yes,77
L05298,Yes,Yes,Yes,81
L05299,No,No,No,
L05300,Yes,Yes,No,58
L05301,Yes,No,No,
L05302,Yes,No,No,
L05303,Yes,No,No,
L05304,Yes,Yes,No,67
L05305,Yes,No,No,
L05306,Yes,No,No,
L05307,Yes,No,No,
L05308,Yes,No,No,
L05309,Yes,Yes,Yes,76
L05310,Yes,No,No,
L05311,Yes,No,No,
L05312,Yes,Yes,Yes,83
L05313,Yes,No,No,
L05314,Yes,No,No,
L05315,Yes,No,No,
L05316,Yes,Yes,No,71
L05317,Yes,No,No,
L05318,Yes,Yes,Yes,77
L05319,Yes,Yes,Yes,84
L05320,Yes,Yes,No,74
L05321,Yes,Yes,Yes,76
L05322,Yes,Yes,No,71
L05323,Yes,Yes,No,60
L05324,No,No,No,
L05325,Yes,Yes,Yes,79
L05326,Yes,No,No,
L05327,Yes,No,No,
L05328,Yes,No,No,
L05329,Yes,No,No,
L05330,Yes,No,No,
L05331,Yes,Yes,No,65
L05332,Yes,Yes,Yes,72
L05333,Yes,No,No,
L05334,No,No,No,
L05335,No,No,No,
L05336,Yes,Yes,Yes,70
L05337,Yes,No,No,
L05338,No,No,No,
L05339,Yes,Yes,Yes,80
L05340,No,No,No,
L05341,No,No,No,
L05342,No,No,No,
L05343,Yes,No,No,
L05344,No,No,No,
L05345,No,No,No,
L05346,Yes,Yes,Yes,70
L05347,Yes,No,No,
L05348,Yes,No,No,
L05349,No,No,No,
L05350,Yes,Yes,No,56
L05351,Yes,Yes,No,72
L05352,Yes,No,No,
L05353,Yes,Yes,No,61
L05354,Yes,Yes,Yes,79
L05355,Yes,No,No,
L05356,No,No,No,
L05357,Yes,No,No,
L05358,Yes,Yes,No,62
L05359,Yes,No,No,
L05360,Yes,No,No,
L05361,Yes,Yes,Yes,72
L05362,Yes,No,No,
L05363,Yes,No,No,
L05364,No,No,No,
L05365,Yes,Yes,Yes,87
L05366,Yes,No,No,
L05367,Yes,No,No,
L05368,Yes,Yes,Yes,83
L05369,Yes,Yes,Yes,79
L05370,Yes,No,No,
L05371,No,No,No,
L05372,Yes,Yes,Yes,77
L05373,Yes,No,No,
L05374,Yes,Yes,Yes,82
L05375,No,No,No,
L05376,No,No,No,
L05377,Yes,No,No,
L05378,No,No,No,
L05379,Yes,Yes,No,63
L05380,No,No,No,
L05381,Yes,Yes,No,62
L05382,Yes,Yes,Yes,73
L05383,Yes,Yes,Yes,74
L05384,Yes,Yes,No,62
L05385,No,No,No,
L05386,Yes,No,No,
L05387,Yes,No,No,
L05388,No,No,No,
L05389,Yes,Yes,Yes,77
L05390,Yes,No,No,
L05391,Yes,Yes,No,65
L05392,Yes,Yes,Yes,66
L05393,No,No,No,
L05394,No,No,No,
L05395,Yes,Yes,Yes,74
L05396,No,No,No,
L05397,Yes,Yes,No,59
L05398,Yes,Yes,Yes,63
L05399,Yes,Yes,No,62
L05400,Yes,Yes,Yes,79
L05401,Yes,No,No,
L05402,No,No,No,
L05403,Yes,No,No,
L05404,Yes,Yes,Yes,61
L05405,Yes,No,No,
L05406,No,No,No,
L05407,No,No,No,
L05408,Yes,Yes,Yes,72
L05409,Yes,Yes,Yes,80
L05410,Yes,Yes,No,77
L05411,Yes,Yes,No,68
L05412,Yes,Yes,Yes,74
L05413,Yes,Yes,Yes,70
L05414,Yes,Yes,Yes,74
L05415,Yes,Yes,No,65
L05416,Yes,No,No,
L05417,No,No,No,
L05418,No,No,No,
L05419,Yes,Yes,Yes,74
L05420,Yes,Yes,Yes,64
L05421,Yes,No,No,
L05422,No,No,No,
L05423,Yes,Yes,No,61
L05424,Yes,Yes,Yes,71
L05425,No,No,No,
L05426,No,No,No,
L05427,Yes,No,No,
L05428,Yes,No,No,
L05429,No,No,No,
L05430,Yes,No,No,
L05431,No,No,No,
L05432,Yes,No,No,
L05433,No,No,No,
L05434,Yes,No,No,
L05435,No,No,No,
L05436,Yes,Yes,No,53
L05437,Yes,No,No,
L05438,Yes,Yes,No,69
L05439,Yes,Yes,Yes,65
L05440,Yes,Yes,Yes,67
L05441,Yes,Yes,Yes,75
L05442,Yes,Yes,Yes,83
L05443,No,No,No,
L05444,Yes,No,No,
L05445,No,No,No,
L05446,Yes,Yes,Yes,75
L05447,No,No,No,
L05448,Yes,Yes,No,61
L05449,Yes,Yes,No,63
L05450,Yes,No,No,
